,id,time,mood_next_day,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,next_day,next_day_weekday,weekday,monday,tuesday,wednesday,thursday,friday,saturday,sunday,month,c_s,fun,idk,serious,talk,all,good,bad
16,AS14.01,2014-03-28,8.0,6.4,-0.6,0.6,0.09569802163712016,4923.488999605181,5.0,,10062.595,866.8330000000001,1005.403,89.166,233.03599999999997,,225.951,512.741,1133.0089999999998,,301.717,,2014-03-29,0,1,0,0,0,0,1,0,0,3,5.0,1238.439,527.668,89.166,1379.574,14430.451,2232.8779999999997,601.9069999999999
17,AS14.01,2014-03-29,7.5,8.0,0.2,1.0,0.06820281010186964,8322.6219997406,4.0,1.0,1952.6299999999999,2720.692,1627.429,,,,169.59399999999997,472.88800000000003,52.435,,600.637,,2014-03-30,0,0,0,0,0,0,0,1,0,3,5.0,1627.429,770.2309999999999,,3193.58,7596.305,2773.127,472.88800000000003
18,AS14.01,2014-03-30,7.4,7.5,-0.5,0.75,0.049092970521542004,4523.2140009403265,,,414.36500000000007,1298.505,1535.6770000000001,,,,74.003,167.685,,66.477,38.296,,2014-03-31,1,0,0,0,0,0,0,0,1,3,,1535.6770000000001,178.776,,1466.19,3595.0080000000003,1298.505,167.685
19,AS14.01,2014-03-31,6.0,7.4,0.0,0.6,0.07050548088338955,11836.834000349041,6.0,,2961.405,5332.637000000001,1758.9200000000003,41.255,51.176,,268.55400000000003,1350.655,183.38100000000003,29.29,210.305,,2014-04-01,1,1,1,0,0,0,0,0,0,3,6.0,1810.0960000000002,508.14900000000006,41.255,6683.292,12187.578000000003,5567.194000000001,1391.91
20,AS14.01,2014-04-01,6.5,6.0,0.2,0.0,0.11844324271273599,17173.906002044678,1.0,,1385.517,6095.526,1030.637,547.8259999999999,234.741,92.388,121.19,5040.067000000001,1614.6209999999999,,517.636,,2014-04-02,1,1,0,1,0,0,0,0,0,4,1.0,1265.378,638.826,640.2139999999999,11135.593,16680.148999999998,7944.888,5680.281000000001
21,AS14.01,2014-04-02,6.4,6.5,0.3333333333333333,0.6666666666666666,0.10191661063822345,21358.510999917988,4.0,,3614.3489999999993,6920.155999999999,1343.3759999999997,247.77700000000002,,90.48100000000001,541.541,3428.792,,,341.371,,2014-04-03,1,1,0,0,1,0,0,0,0,4,4.0,1343.3759999999997,882.912,338.25800000000004,10348.947999999999,16527.842999999997,6920.155999999999,3767.05
22,AS14.01,2014-04-03,6.2,6.4,-1.2,0.0,0.04923847270844107,21401.835000753403,4.0,,2321.464,14438.081999999999,1293.6309999999999,76.234,,,213.90200000000002,3154.241,19.082,,182.77200000000002,,2014-04-04,1,1,0,0,0,1,0,0,0,4,4.0,1293.6309999999999,396.67400000000004,76.234,17592.322999999997,21699.408,14457.163999999999,3230.475
23,AS14.01,2014-04-04,6.8,6.2,0.2,0.4,0.12668931120732582,12379.411000013357,2.0,1.0,1957.8289999999997,5481.628,1545.2269999999999,,,,176.801,2086.197,158.24099999999999,,128.692,,2014-04-05,0,1,0,0,0,0,1,0,0,4,3.0,1545.2269999999999,305.493,,7567.825,11534.614999999998,5639.869,2086.197
24,AS14.01,2014-04-05,6.5,6.8,-0.4,0.6,0.11900230220344549,3340.4309999942784,,,15159.189999999997,1885.409,76.369,,,,81.133,363.20799999999997,187.94500000000002,,118.95599999999999,,2014-04-06,0,0,0,0,0,0,0,1,0,4,,76.369,200.089,,2248.617,17872.209999999995,2073.3540000000003,363.20799999999997
25,AS14.01,2014-04-06,6.5,6.5,-0.75,0.5,0.06440779944246812,7467.321999788283,4.0,,4548.662,3355.743,187.214,,114.406,,119.12,321.4599999999999,,,46.249,,2014-04-07,1,0,0,0,0,0,0,0,1,4,4.0,301.62,165.369,,3677.203,8692.854,3470.149,321.4599999999999
26,AS14.01,2014-04-07,6.6,6.5,-0.6666666666666666,0.25,0.05067062117431789,9846.380999803541,1.0,,927.377,7355.014999999999,447.121,46.128,,17.107,170.348,1475.418,60.247,,205.81100000000004,,2014-04-08,1,1,1,0,0,0,0,0,0,4,1.0,447.121,376.15900000000005,63.235,8830.432999999999,10704.571999999998,7415.262,1538.6529999999998
27,AS14.01,2014-04-08,7.4,6.6,-0.4,0.3333333333333333,0.07532705826134849,15101.132001876831,1.0,,892.689,9477.553,3466.4790000000003,19.131,,,209.51399999999995,2655.121,,,36.143,,2014-04-09,1,1,0,1,0,0,0,0,0,4,1.0,3466.4790000000003,245.65699999999995,19.131,12132.673999999999,16756.63,9477.553,2674.252
28,AS14.01,2014-04-09,7.4,7.4,-0.8,1.0,0.12038411453232874,13558.28900098801,4.0,,1638.6170000000002,6177.076,940.7699999999999,,,,346.654,2826.3500000000004,,,577.359,,2014-04-10,1,1,0,0,1,0,0,0,0,4,4.0,940.7699999999999,924.013,,9003.426,12506.826000000001,6177.076,2826.3500000000004
