,id,time,mood_next_day,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,next_day,next_day_weekday,weekday,monday,tuesday,wednesday,thursday,friday,saturday,sunday,month,c_s,fun,idk,serious,talk,all,good,bad
359,AS14.08,2014-04-01,6.6,7.2,-1.0,1.0,0.062353854585312354,2074.4190006256113,,,28.205,1623.5900000000001,92.10499999999999,,,,59.789,974.317,,,3.005,,2014-04-02,1,1,0,1,0,0,0,0,0,4,,92.10499999999999,62.794000000000004,,2597.907,2781.0110000000004,1623.5900000000001,974.317
360,AS14.08,2014-04-02,7.0,6.6,-0.4,0.8,0.008289547359385427,696.8100006580352,,,33.864,1809.8419999999996,19.154,,,,51.73400000000001,208.18600000000004,,,20.146,,2014-04-03,1,1,0,0,1,0,0,0,0,4,,19.154,71.88000000000001,,2018.0279999999998,2142.926,1809.8419999999996,208.18600000000004
361,AS14.08,2014-04-03,7.5,7.0,0.0,1.3333333333333333,0.07876788563729693,2837.617998838425,,,36.467,2364.9109999999996,,,,,107.15800000000002,758.856,,,50.577,,2014-04-04,1,1,0,0,0,1,0,0,0,4,,,157.735,,3123.767,3317.969,2364.9109999999996,758.856
362,AS14.08,2014-04-04,7.4,7.5,0.25,1.25,0.031123972587273636,1265.5080008506782,2.0,,168.29700000000003,863.4719999999998,,,,,34.475,1643.455,,,9.065,,2014-04-05,0,1,0,0,0,0,1,0,0,4,2.0,,43.54,,2506.9269999999997,2718.7639999999997,863.4719999999998,1643.455
363,AS14.08,2014-04-05,7.6,7.4,0.2,1.2,0.12841414141414143,1735.4479999542239,,,8.64,951.8109999999999,76.908,,,,46.662,633.521,,,17.057,,2014-04-06,0,0,0,0,0,0,0,1,0,4,,76.908,63.718999999999994,,1585.3319999999999,1734.599,951.8109999999999,633.521
364,AS14.08,2014-04-06,7.0,7.6,0.0,1.25,0.007280235288804587,1296.008000373841,,,69.105,331.962,11.032,,,,34.396,532.817,,,11.055,,2014-04-07,1,0,0,0,0,0,0,0,1,4,,11.032,45.451,,864.779,990.3669999999998,331.962,532.817
365,AS14.08,2014-04-07,6.5,7.0,0.0,1.0,0.1024731337951504,4442.053998470306,1.0,6.0,365.50200000000007,2379.268,368.396,,,,69.48,1248.486,,7.028,,,2014-04-08,1,1,1,0,0,0,0,0,0,4,7.0,368.396,76.50800000000001,,3627.754,4438.160000000001,2379.268,1248.486
366,AS14.08,2014-04-08,6.25,6.5,-0.25,0.5,0.05814829222796918,2564.4870009422293,,,67.864,1572.274,93.167,,,,56.654,1078.93,,,31.197,,2014-04-09,1,1,0,1,0,0,0,0,0,4,,93.167,87.851,,2651.2039999999997,2900.0860000000002,1572.274,1078.93
367,AS14.08,2014-04-09,7.6,6.25,0.25,0.5,0.04036626596543954,2404.400000333786,,,112.664,1770.142,,,,,3613.7609999999995,1990.7610000000002,,,6.016,,2014-04-10,1,1,0,0,1,0,0,0,0,4,,,3619.7769999999996,,3760.9030000000002,7493.343999999999,1770.142,1990.7610000000002
368,AS14.08,2014-04-10,7.6,7.6,1.2,1.4,0.20657326274273782,4360.754999876022,,,90.306,3161.743,230.726,,,,82.531,877.273,,,47.583,,2014-04-11,1,1,0,0,0,1,0,0,0,4,,230.726,130.114,,4039.016,4490.161999999999,3161.743,877.273
369,AS14.08,2014-04-11,7.0,7.6,0.6,1.0,0.0741355491619204,1581.9210007190707,1.0,,51.943999999999996,452.74799999999993,32.147,,,,48.116,990.3209999999998,,,3.01,,2014-04-12,0,1,0,0,0,0,1,0,0,4,1.0,32.147,51.126,,1443.0689999999997,1578.2859999999998,452.74799999999993,990.3209999999998
370,AS14.08,2014-04-12,7.6,7.0,0.0,0.8,0.025027439155129103,767.0680000782012,,,,1912.357,,,,,108.72399999999999,519.463,,,,,2014-04-13,0,0,0,0,0,0,0,1,0,4,,,108.72399999999999,,2431.8199999999997,2540.544,1912.357,519.463
371,AS14.08,2014-04-13,6.6,7.6,0.0,1.2,0.004827095791619072,2078.960000276566,,,8.147,658.403,221.56300000000002,,,,119.435,2874.2200000000003,,,5.043,,2014-04-14,1,0,0,0,0,0,0,0,1,4,,221.56300000000002,124.47800000000001,,3532.6230000000005,3886.811,658.403,2874.2200000000003
372,AS14.08,2014-04-14,6.4,6.6,0.2,0.6,0.06490308655585146,3426.076000928881,,,89.01599999999999,1931.7299999999998,81.273,,,45.24100000000001,122.035,1121.678,,,31.393,,2014-04-15,1,1,1,0,0,0,0,0,0,4,,81.273,153.428,45.24100000000001,3053.408,3422.366,1931.7299999999998,1166.919
373,AS14.08,2014-04-15,6.6,6.4,-0.8,0.6,0.03409090909090909,3149.4779992103604,,,313.846,2067.4390000000003,36.189,,,,54.181,711.717,,,,,2014-04-16,1,1,0,1,0,0,0,0,0,4,,36.189,54.181,,2779.1560000000004,3183.3720000000003,2067.4390000000003,711.717
374,AS14.08,2014-04-16,6.2,6.6,-0.6,0.8,0.0685973564143854,1724.2629995346065,,,122.28200000000001,853.4090000000001,22.458,,,48.299,45.32899999999999,595.55,,,33.39,,2014-04-17,1,1,0,0,1,0,0,0,0,4,,22.458,78.719,48.299,1448.959,1720.717,853.4090000000001,643.8489999999999
375,AS14.08,2014-04-17,6.0,6.2,-1.0,0.8,0.09718156742586877,3259.406999349593,,,111.43100000000001,1016.883,144.71699999999998,,,,188.899,676.2249999999999,1114.8670000000002,,3.0380000000000003,,2014-04-18,1,1,0,0,0,1,0,0,0,4,,144.71699999999998,191.937,,1693.108,3256.06,2131.75,676.2249999999999
376,AS14.08,2014-04-18,7.8,6.0,-0.4,0.6,0.049041986144740375,936.6079995632169,,,8.937,178.03300000000002,,,,,67.792,678.9149999999998,,,,,2014-04-19,0,1,0,0,0,0,1,0,0,4,,,67.792,,856.9479999999999,933.6769999999999,178.03300000000002,678.9149999999998
377,AS14.08,2014-04-19,6.4,7.8,1.4,1.2,0.03900289438614025,2355.328998804096,,,324.362,840.206,88.565,,,,46.933,1092.2209999999998,,22.302,7.023,,2014-04-20,0,0,0,0,0,0,0,1,0,4,,88.565,76.258,,1932.4269999999997,2421.612,840.206,1092.2209999999998
378,AS14.08,2014-04-20,6.4,6.4,-1.2,0.8,0.004899344795389425,1317.5869996547704,,,2291.8390000000004,85.04199999999999,173.54199999999997,,,,36.373000000000005,5884.73,,17.156,15.074000000000002,,2014-04-21,1,0,0,0,0,0,0,0,1,4,,173.54199999999997,68.60300000000001,,5969.772,8503.756000000001,85.04199999999999,5884.73
379,AS14.08,2014-04-21,6.0,6.4,-1.0,0.6,0.029294959666751913,2076.093999624253,,,90.122,600.21,437.264,,,5.032,31.308,905.6440000000001,,,6.026,,2014-04-22,1,1,1,0,0,0,0,0,0,4,,437.264,37.334,5.032,1505.8540000000003,2075.6059999999998,600.21,910.6760000000002
380,AS14.08,2014-04-22,5.6,6.0,-0.6,0.4,0.07739994303879248,1819.2249996662135,,,109.492,795.3119999999999,21.094,,,,46.998,843.253,,,,,2014-04-23,1,1,0,1,0,0,0,0,0,4,,21.094,46.998,,1638.565,1816.149,795.3119999999999,843.253
381,AS14.08,2014-04-23,6.666666666666667,5.6,0.0,0.4,0.12497602724903793,1554.5250003337856,,,153.90400000000002,1044.884,,,,,51.104,435.924,,,,,2014-04-24,1,1,0,0,1,0,0,0,0,4,,,51.104,,1480.808,1685.816,1044.884,435.924
382,AS14.08,2014-04-24,6.333333333333333,6.666666666666667,0.3333333333333333,1.0,0.1280059119507768,1965.2279994487767,,,26.485999999999997,1270.6670000000001,82.896,,,,547.374,554.572,,,,,2014-04-25,1,1,0,0,0,1,0,0,0,4,,82.896,547.374,,1825.239,2481.995,1270.6670000000001,554.572
383,AS14.08,2014-04-25,6.0,6.333333333333333,0.0,0.8,0.028321012544802848,2004.8570005893716,,,92.297,10351.418000000001,,,,163.344,51.705,812.872,,,,,2014-04-26,0,1,0,0,0,0,1,0,0,4,,,51.705,163.344,11164.29,11471.636000000002,10351.418000000001,976.2159999999999
384,AS14.08,2014-04-26,6.0,6.0,-0.5,0.25,0.047178819444444485,702.6440005302428,,,276.46000000000004,156.572,,,,,29.159000000000002,237.62399999999997,,,,,2014-04-27,0,0,0,0,0,0,0,1,0,4,,,29.159000000000002,,394.19599999999997,699.815,156.572,237.62399999999997
385,AS14.08,2014-04-27,5.8,6.0,-0.8333333333333334,0.6666666666666666,0.00542983716475096,2228.388000011444,,3.0,100.223,704.723,835.74,,,,34.178000000000004,700.6910000000001,,,,,2014-04-28,1,0,0,0,0,0,0,0,1,4,3.0,835.74,34.178000000000004,,1405.4140000000002,2375.5550000000003,704.723,700.6910000000001
386,AS14.08,2014-04-28,5.75,5.8,-0.8,0.6,0.02225241545893721,864.7580003738399,,,127.95499999999998,122.74300000000001,109.162,,,,45.431,461.77599999999995,,,,,2014-04-29,1,1,1,0,0,0,0,0,0,4,,109.162,45.431,,584.519,867.067,122.74300000000001,461.77599999999995
387,AS14.08,2014-04-29,6.666666666666667,5.75,-0.25,0.25,0.030996148459383758,2025.4379999637604,,,21.515,1157.159,111.408,,,,39.375,694.2059999999999,,,,,2014-04-30,1,1,0,1,0,0,0,0,0,4,,111.408,39.375,,1851.365,2023.663,1157.159,694.2059999999999
388,AS14.08,2014-04-30,7.0,6.666666666666667,-0.5,1.0,0.034825039929764996,3999.000998735421,,,38.78099999999999,3192.407,202.554,,,,38.314,523.0989999999999,,,,,2014-05-01,1,1,0,0,1,0,0,0,0,4,,202.554,38.314,,3715.5060000000003,3995.155,3192.407,523.0989999999999
389,AS14.08,2014-05-01,7.2,7.0,0.4,0.8,0.03731409855296445,5458.796000480648,,,96.708,9933.223000000002,3751.7479999999996,,,,57.046,442.89699999999993,,,202.552,,2014-05-02,1,1,0,0,0,1,0,0,0,5,,3751.7479999999996,259.598,,10376.120000000003,14484.174,9933.223000000002,442.89699999999993
390,AS14.08,2014-05-02,7.4,7.2,-0.4,1.0,0.1817380077030812,703.1720004081726,,,29.822,157.96099999999998,29.418000000000003,,,,45.739999999999995,436.494,,,3.1719999999999997,,2014-05-03,0,1,0,0,0,0,1,0,0,5,,29.418000000000003,48.91199999999999,,594.455,702.6070000000001,157.96099999999998,436.494
391,AS14.08,2014-05-03,6.8,7.4,0.4,1.0,0.22181372986475953,883.257999897003,,,86.962,1322.47,,,,,36.627,437.16499999999996,,6.071000000000001,44.214000000000006,,2014-05-04,0,0,0,0,0,0,0,1,0,5,,,86.912,,1759.635,1933.5089999999998,1322.47,437.16499999999996
392,AS14.08,2014-05-04,6.666666666666667,6.8,-0.2,1.0,0.04327761276924563,1968.681000471115,1.0,,162.032,780.0079999999999,,,,,34.334,681.4110000000001,,311.757,,,2014-05-05,1,0,0,0,0,0,0,0,1,5,1.0,,346.091,,1461.4189999999999,1969.5420000000001,780.0079999999999,681.4110000000001
393,AS14.08,2014-05-05,,6.666666666666667,-1.0,1.0,0.0026041666666666687,263.81499981880165,,,,36.583999999999996,,,,,22.215,204.48199999999997,,,,,2014-05-06,1,1,1,0,0,0,0,0,0,5,,,22.215,,241.06599999999997,263.28099999999995,36.583999999999996,204.48199999999997
394,AS14.09,2014-02-25,,,,,,,4.0,2.0,,,,,,,,,,,,,2014-02-26,1,1,0,1,0,0,0,0,0,2,6.0,,,,,,,
395,AS14.09,2014-02-28,,,,,,,3.0,5.0,,,,,,,,,,,,,2014-03-01,0,1,0,0,0,0,1,0,0,2,8.0,,,,,,,
396,AS14.09,2014-03-05,,,,,,,6.0,1.0,,,,,,,,,,,,,2014-03-06,1,1,0,0,1,0,0,0,0,3,7.0,,,,,,,
397,AS14.09,2014-03-07,,,,,,,3.0,1.0,,,,,,,,,,,,,2014-03-08,0,1,0,0,0,0,1,0,0,3,4.0,,,,,,,
398,AS14.09,2014-03-09,,,,,,,6.0,3.0,,,,,,,,,,,,,2014-03-10,1,0,0,0,0,0,0,0,1,3,9.0,,,,,,,
